question_id_mapped,question_wording,question_kind,code,value
[question] conspiracy,"Do you agree or disagree with the following statement: ""In the United Kingdom, the system is stacked against people like me.""",multiple_sole,2,Somewhat agree
[question] conspiracy,"Do you agree or disagree with the following statement: ""In the United Kingdom, the system is stacked against people like me.""",multiple_sole,3,Neither agree nor disagree
[question] conspiracy,"Do you agree or disagree with the following statement: ""In the United Kingdom, the system is stacked against people like me.""",multiple_sole,4,Somewhat disagree
[question] conspiracy,"Do you agree or disagree with the following statement: ""In the United Kingdom, the system is stacked against people like me.""",multiple_sole,5,Strongly disagree
[question] government_controlled_by_elite,"Do you agree or disagree with the following statement: ""Government is controlled by the rich elite.""",multiple_sole,1,Strongly agree
[question] government_controlled_by_elite,"Do you agree or disagree with the following statement: ""Government is controlled by the rich elite.""",multiple_sole,2,Somewhat agree
[question] government_controlled_by_elite,"Do you agree or disagree with the following statement: ""Government is controlled by the rich elite.""",multiple_sole,3,Neither agree nor disagree
[question] government_controlled_by_elite,"Do you agree or disagree with the following statement: ""Government is controlled by the rich elite.""",multiple_sole,4,Somewhat disagree
[question] government_controlled_by_elite,"Do you agree or disagree with the following statement: ""Government is controlled by the rich elite.""",multiple_sole,5,Strongly disagree
[question] trust_in_own_judgment,"Do you agree or disagree with the following statement: ""I'd rather trust my own judgement than the opinion of experts.""",multiple_sole,1,Strongly agree
[question] trust_in_own_judgment,"Do you agree or disagree with the following statement: ""I'd rather trust my own judgement than the opinion of experts.""",multiple_sole,2,Somewhat agree
[question] trust_in_own_judgment,"Do you agree or disagree with the following statement: ""I'd rather trust my own judgement than the opinion of experts.""",multiple_sole,3,Neither agree nor disagree
[question] trust_in_own_judgment,"Do you agree or disagree with the following statement: ""I'd rather trust my own judgement than the opinion of experts.""",multiple_sole,4,Somewhat disagree
[question] trust_in_own_judgment,"Do you agree or disagree with the following statement: ""I'd rather trust my own judgement than the opinion of experts.""",multiple_sole,5,Strongly disagree
[question] perceived_effect_of_diversity,"Overall, how do you think having people of diverse ethnic / religious / racial backgrounds affects the United Kingdom?",multiple_sole,1,Very positively
[question] perceived_effect_of_diversity,"Overall, how do you think having people of diverse ethnic / religious / racial backgrounds affects the United Kingdom?",multiple_sole,2,Somewhat positively
[question] perceived_effect_of_diversity,"Overall, how do you think having people of diverse ethnic / religious / racial backgrounds affects the United Kingdom?",multiple_sole,3,Neither positively nor negatively
[question] perceived_effect_of_diversity,"Overall, how do you think having people of diverse ethnic / religious / racial backgrounds affects the United Kingdom?",multiple_sole,4,Somewhat negatively
[question] perceived_effect_of_diversity,"Overall, how do you think having people of diverse ethnic / religious / racial backgrounds affects the United Kingdom?",multiple_sole,5,Very negatively
[question] gender_discrimination_importance,"Do you think that discrimination against women, minorities and the lesbian, gay, bisexual, transgender and queer (LGBTQ) population is an important issue?",multiple_sole,1,"Yes, very"
[question] gender_discrimination_importance,"Do you think that discrimination against women, minorities and the lesbian, gay, bisexual, transgender and queer (LGBTQ) population is an important issue?",multiple_sole,2,"Yes, somewhat"
[question] gender_discrimination_importance,"Do you think that discrimination against women, minorities and the lesbian, gay, bisexual, transgender and queer (LGBTQ) population is an important issue?",multiple_sole,3,"No, not really"
[question] gender_discrimination_importance,"Do you think that discrimination against women, minorities and the lesbian, gay, bisexual, transgender and queer (LGBTQ) population is an important issue?",multiple_sole,4,"No, not at all"
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,1,All of them
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,2,Most of them
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,3,About half
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,4,Less than half
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,5,Only a few
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,6,None
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,7,Don't know
[question] worldview,Which of the following statements do you agree with the most?,multiple_sole,1,"Our lives are threatened by terrorists, criminals, and immigrants and our priority should be to protect ourselves."
[question] worldview,Which of the following statements do you agree with the most?,multiple_sole,2,"It's a big, beautiful world, mostly full of good people, and we must find a way to embrace each other and not allow ourselves to become isolated."
[question] opinion_eu,What is your opinion of the European Union?,multiple_sole,1,Very positive
[question] opinion_eu,What is your opinion of the European Union?,multiple_sole,2,Somewhat positive
[question] opinion_eu,What is your opinion of the European Union?,multiple_sole,3,Neither positive nor negative
[question] opinion_eu,What is your opinion of the European Union?,multiple_sole,4,Somewhat negative
[question] opinion_eu,What is your opinion of the European Union?,multiple_sole,5,Very negative
[question] vote_referendum,How did you vote in the referendum to stay in or leave the European Union?,multiple_sole,1,For the UK to leave the EU
[question] vote_referendum,How did you vote in the referendum to stay in or leave the European Union?,multiple_sole,2,For the UK to stay in the EU
[question] vote_referendum,How did you vote in the referendum to stay in or leave the European Union?,multiple_sole,3,I did not vote
[question] vote_for_in_us_election,Whom did you vote for in the US general presidential election?,multiple_sole,1,Donald Trump
[question] vote_for_in_us_election,Whom did you vote for in the US general presidential election?,multiple_sole,2,Hillary Clinton
[question] vote_for_in_us_election,Whom did you vote for in the US general presidential election?,multiple_sole,3,Other candidate
[question] vote_for_in_us_election,Whom did you vote for in the US general presidential election?,multiple_sole,4,I did not vote
[question] opinion_government,What is your opinion of the government in the United Kingdom?,multiple_sole,1,Very positive
[question] opinion_government,What is your opinion of the government in the United Kingdom?,multiple_sole,2,Somewhat positive
[question] opinion_government,What is your opinion of the government in the United Kingdom?,multiple_sole,3,Neither positive nor negative
[question] opinion_government,What is your opinion of the government in the United Kingdom?,multiple_sole,4,Somewhat negative
[question] opinion_government,What is your opinion of the government in the United Kingdom?,multiple_sole,5,Very negative
[question] ranking_party_de,How much do you agree or disagree with the following political parties?,ranking,1,CDU/CSU – Christlich Demokratische Union/Christlich Soziale Union
[question] ranking_party_de,How much do you agree or disagree with the following political parties?,ranking,2,SPD – Sozialdemokratische Partei Deutschlands
[question] ranking_party_de,How much do you agree or disagree with the following political parties?,ranking,3,Die Linke
[question] ranking_party_de,How much do you agree or disagree with the following political parties?,ranking,4,Bündnis 90 / Die Grünen
[question] ranking_party_de,How much do you agree or disagree with the following political parties?,ranking,5,FDP - Freie Demokratische Partei
[question] ranking_party_de,How much do you agree or disagree with the following political parties?,ranking,6,AfD – Alternative für Deutschland
[question] voted_party_last_election_de,Did you vote in the last election?,multiple_sole,1,"Yes, I voted for CDU/CSU – Christlich Demokratische Union/Christlich Soziale Union"
[question] voted_party_last_election_de,Did you vote in the last election?,multiple_sole,2,"Yes, I voted for SPD – Sozialdemokratische Partei Deutschlands"
[question] voted_party_last_election_de,Did you vote in the last election?,multiple_sole,3,"Yes, I voted for Die Linke"
[question] voted_party_last_election_de,Did you vote in the last election?,multiple_sole,4,"Yes, I voted for Bündnis 90 / Die Grünen"
[question] voted_party_last_election_de,Did you vote in the last election?,multiple_sole,5,"Yes, I voted for FDP - Freie Demokratische Partei"
[question] voted_party_last_election_de,Did you vote in the last election?,multiple_sole,6,"Yes, I voted for AfD – Alternative für Deutschland"
[question] voted_party_last_election_de,Did you vote in the last election?,multiple_sole,7,"Yes, but I voted for another party"
[question] voted_party_last_election_de,Did you vote in the last election?,multiple_sole,8,I wanted to vote but I wasn't able to
[question] voted_party_last_election_de,Did you vote in the last election?,multiple_sole,9,"No, I did not vote"
[question] ranking_party_fr,How much do you agree or disagree with the following political parties?,ranking,1,PS - Parti socialiste
[question] ranking_party_fr,How much do you agree or disagree with the following political parties?,ranking,2,LR - Les Républicains (UMP)
[question] ranking_party_fr,How much do you agree or disagree with the following political parties?,ranking,3,PR - Parti de Gauche
[question] ranking_party_fr,How much do you agree or disagree with the following political parties?,ranking,4,EELV - Europe Écologie – Les Verts
[question] ranking_party_fr,How much do you agree or disagree with the following political parties?,ranking,5,FN – Front National
[question] ranking_party_fr,How much do you agree or disagree with the following political parties?,ranking,6,MoDem - Mouvement Démocrate
[question] ranking_party_fr,How much do you agree or disagree with the following political parties?,ranking,7,PCF - Parti communiste français
[question] ranking_party_fr,How much do you agree or disagree with the following political parties?,ranking,8,EM – En Marche!
[question] voted_party_last_election_fr,Did you vote in the last election?,multiple_sole,1,"Yes, I voted for PS - Parti socialiste"
[question] voted_party_last_election_fr,Did you vote in the last election?,multiple_sole,2,"Yes, I voted for LR - Les Républicains (UMP)"
[question] voted_party_last_election_fr,Did you vote in the last election?,multiple_sole,3,"Yes, I voted for PR - Parti de Gauche"
[question] voted_party_last_election_fr,Did you vote in the last election?,multiple_sole,4,"Yes, I voted for EELV - Europe Écologie – Les Verts"
[question] voted_party_last_election_fr,Did you vote in the last election?,multiple_sole,5,"Yes, I voted for FN – Front National"
[question] voted_party_last_election_fr,Did you vote in the last election?,multiple_sole,6,"Yes, I voted for MoDem - Mouvement Démocrate"
[question] voted_party_last_election_fr,Did you vote in the last election?,multiple_sole,7,"Yes, I voted for PCF - Parti communiste français"
[question] voted_party_last_election_fr,Did you vote in the last election?,multiple_sole,8,"Yes, I voted for EM – En Marche!"
[question] voted_party_last_election_fr,Did you vote in the last election?,multiple_sole,9,"Yes, but I voted for another party"
[question] voted_party_last_election_fr,Did you vote in the last election?,multiple_sole,10,I wanted to vote but I wasn't able to
[question] voted_party_last_election_fr,Did you vote in the last election?,multiple_sole,11,"No, I did not vote"
[question] ranking_party_es,How much do you agree or disagree with the following political parties?,ranking,1,PP - Partido Popular
[question] ranking_party_es,How much do you agree or disagree with the following political parties?,ranking,2,PSOE - Partido Socialista Obrero Español
[question] ranking_party_es,How much do you agree or disagree with the following political parties?,ranking,3,Ciudadanos
[question] ranking_party_es,How much do you agree or disagree with the following political parties?,ranking,4,UP - Unidos Podemos
[question] ranking_party_es,How much do you agree or disagree with the following political parties?,ranking,5,ERC - Esquerra Republicana de Catalunya
[question] ranking_party_es,How much do you agree or disagree with the following political parties?,ranking,6,PNV - Partido Nacionalista Vasco
[question] ranking_party_es,How much do you agree or disagree with the following political parties?,ranking,7,CDC - Convergència Democràtica de Catalunya
[question] voted_party_last_election_es,Did you vote in the last election?,multiple_sole,1,"Yes, I voted for PP - Partido Popular"
[question] voted_party_last_election_es,Did you vote in the last election?,multiple_sole,2,"Yes, I voted for PSOE - Partido Socialista Obrero Español"
[question] voted_party_last_election_es,Did you vote in the last election?,multiple_sole,3,"Yes, I voted for Ciudadanos"
[question] voted_party_last_election_es,Did you vote in the last election?,multiple_sole,4,"Yes, I voted for UP - Unidos Podemos"
[question] voted_party_last_election_es,Did you vote in the last election?,multiple_sole,5,"Yes, I voted for ERC - Esquerra Republicana de Catalunya"
[question] voted_party_last_election_es,Did you vote in the last election?,multiple_sole,6,"Yes, I voted for PNV - Partido Nacionalista Vasco"
[question] voted_party_last_election_es,Did you vote in the last election?,multiple_sole,7,"Yes, I voted for CDC - Convergència Democràtica de Catalunya"
[question] voted_party_last_election_es,Did you vote in the last election?,multiple_sole,8,"Yes, but I voted for another party"
[question] voted_party_last_election_es,Did you vote in the last election?,multiple_sole,9,I wanted to vote but I wasn't able to
[question] voted_party_last_election_es,Did you vote in the last election?,multiple_sole,10,"No, I did not vote"
[question] ranking_party_pl,How much do you agree or disagree with the following political parties?,ranking,1,PiS - Prawo i Sprawiedliwość
[question] ranking_party_pl,How much do you agree or disagree with the following political parties?,ranking,2,PO - Platforma Obywatelska
[question] ranking_party_pl,How much do you agree or disagree with the following political parties?,ranking,3,PSL - Polskie Stronnictwo Ludowe
[question] ranking_party_pl,How much do you agree or disagree with the following political parties?,ranking,4,PR - Polska Razem
[question] ranking_party_pl,How much do you agree or disagree with the following political parties?,ranking,5,.N - .Nowoczesna
[question] ranking_party_pl,How much do you agree or disagree with the following political parties?,ranking,6,SP - Solidarna Polska
[question] ranking_party_pl,How much do you agree or disagree with the following political parties?,ranking,7,Kukiz'15
[question] voted_party_last_election_pl,Did you vote in the last election?,multiple_sole,1,"Yes, I voted for PiS - Prawo i Sprawiedliwość"
[question] voted_party_last_election_pl,Did you vote in the last election?,multiple_sole,2,"Yes, I voted for PO - Platforma Obywatelska"
[question] voted_party_last_election_pl,Did you vote in the last election?,multiple_sole,3,"Yes, I voted for PSL - Polskie Stronnictwo Ludowe"
[question] voted_party_last_election_pl,Did you vote in the last election?,multiple_sole,4,"Yes, I voted for PR - Polska Razem"
[question] voted_party_last_election_pl,Did you vote in the last election?,multiple_sole,5,"Yes, I voted for .N - .Nowoczesna"
[question] voted_party_last_election_pl,Did you vote in the last election?,multiple_sole,6,"Yes, I voted for SP - Solidarna Polska"
[question] voted_party_last_election_pl,Did you vote in the last election?,multiple_sole,7,"Yes, I voted for Kukiz'15"
[question] voted_party_last_election_pl,Did you vote in the last election?,multiple_sole,8,"Yes, but I voted for another party"
[question] voted_party_last_election_pl,Did you vote in the last election?,multiple_sole,9,I wanted to vote but I wasn't able to
[question] voted_party_last_election_pl,Did you vote in the last election?,multiple_sole,10,"No, I did not vote"
[question] ranking_party_it,How much do you agree or disagree with the following political parties?,ranking,1,PD - Partito Democratico
[question] ranking_party_it,How much do you agree or disagree with the following political parties?,ranking,2,Forza Italia
[question] ranking_party_it,How much do you agree or disagree with the following political parties?,ranking,3,M5S - Movimento 5 Stelle
[question] ranking_party_it,How much do you agree or disagree with the following political parties?,ranking,4,SC - Scelta Civica
[question] ranking_party_it,How much do you agree or disagree with the following political parties?,ranking,5,NCD - Nuovo Centrodestra
[question] ranking_party_it,How much do you agree or disagree with the following political parties?,ranking,6,SEL - Sinistra Ecologia Libertà
[question] ranking_party_it,How much do you agree or disagree with the following political parties?,ranking,7,ALA - Alleanza Liberalpopolare – Autonomie
[question] ranking_party_it,How much do you agree or disagree with the following political parties?,ranking,8,LN - Lega Nord
[question] ranking_party_it,How much do you agree or disagree with the following political parties?,ranking,9,CR - Conservatori e Riformisti
[question] ranking_party_it,How much do you agree or disagree with the following political parties?,ranking,10,FdI - AN - Fratelli d'Italia – Alleanza Nazionale
[question] voted_party_last_election_it,Did you vote in the last election?,multiple_sole,1,"Yes, I voted for PD - Partito Democratico"
[question] voted_party_last_election_it,Did you vote in the last election?,multiple_sole,2,"Yes, I voted for Forza Italia"
[question] voted_party_last_election_it,Did you vote in the last election?,multiple_sole,3,"Yes, I voted for M5S - Movimento 5 Stelle"
[question] voted_party_last_election_it,Did you vote in the last election?,multiple_sole,4,"Yes, I voted for SC - Scelta Civica"
[question] voted_party_last_election_it,Did you vote in the last election?,multiple_sole,5,"Yes, I voted for NCD - Nuovo Centrodestra"
[question] voted_party_last_election_it,Did you vote in the last election?,multiple_sole,6,"Yes, I voted for SEL - Sinistra Ecologia Libertà"
[question] voted_party_last_election_it,Did you vote in the last election?,multiple_sole,7,"Yes, I voted for ALA - Alleanza Liberalpopolare – Autonomie"
[question] voted_party_last_election_it,Did you vote in the last election?,multiple_sole,8,"Yes, I voted for LN - Lega Nord"
[question] voted_party_last_election_it,Did you vote in the last election?,multiple_sole,9,"Yes, I voted for CR - Conservatori e Riformisti"
[question] voted_party_last_election_it,Did you vote in the last election?,multiple_sole,10,"Yes, I voted for FdI - AN - Fratelli d'Italia – Alleanza Nazionale"
[question] voted_party_last_election_it,Did you vote in the last election?,multiple_sole,11,"Yes, but I voted for another party"
[question] voted_party_last_election_it,Did you vote in the last election?,multiple_sole,12,I wanted to vote but I wasn't able to
[question] voted_party_last_election_it,Did you vote in the last election?,multiple_sole,13,"No, I did not vote"
[question] ranking_party_gb,How much do you agree or disagree with the following political parties?,ranking,1,Conservative Party
[question] ranking_party_gb,How much do you agree or disagree with the following political parties?,ranking,2,Labour Party
[question] ranking_party_gb,How much do you agree or disagree with the following political parties?,ranking,3,SNP – Scottish National Party
[question] ranking_party_gb,How much do you agree or disagree with the following political parties?,ranking,4,Liberal Democrats
[question] ranking_party_gb,How much do you agree or disagree with the following political parties?,ranking,5,The Green Party
[question] ranking_party_gb,How much do you agree or disagree with the following political parties?,ranking,6,UKIP – UK Independence Party
[question] voted_party_last_election_gb,Did you vote in the last election?,multiple_sole,1,"Yes, I voted for the Conservative Party"
[question] voted_party_last_election_gb,Did you vote in the last election?,multiple_sole,2,"Yes, I voted for the Labour Party"
[question] voted_party_last_election_gb,Did you vote in the last election?,multiple_sole,3,"Yes, I voted for SNP – Scottish National Party"
[question] voted_party_last_election_gb,Did you vote in the last election?,multiple_sole,4,"Yes, I voted for the Liberal Democrats"
[question] voted_party_last_election_gb,Did you vote in the last election?,multiple_sole,5,"Yes, I voted for The Green Party"
[question] voted_party_last_election_gb,Did you vote in the last election?,multiple_sole,6,"Yes, I voted for UKIP – UK Independence Party"
[question] voted_party_last_election_gb,Did you vote in the last election?,multiple_sole,7,"Yes, but I voted for another party"
[question] voted_party_last_election_gb,Did you vote in the last election?,multiple_sole,8,I wanted to vote but I wasn't able to
[question] voted_party_last_election_gb,Did you vote in the last election?,multiple_sole,9,"No, I did not vote"
[question] vote_nextelection_de,Whom would you vote for in the next election?,multiple_sole,1,CDU/CSU – Christlich Demokratische Union/Christlich Soziale Union
[question] vote_nextelection_de,Whom would you vote for in the next election?,multiple_sole,2,SPD – Sozialdemokratische Partei Deutschlands
[question] vote_nextelection_de,Whom would you vote for in the next election?,multiple_sole,3,Die Linke
[question] vote_nextelection_de,Whom would you vote for in the next election?,multiple_sole,4,Bündnis 90 / Die Grünen
[question] vote_nextelection_de,Whom would you vote for in the next election?,multiple_sole,5,FDP - Freie Demokratische Partei
[question] vote_nextelection_de,Whom would you vote for in the next election?,multiple_sole,6,AfD – Alternative für Deutschland
[question] vote_nextelection_de,Whom would you vote for in the next election?,multiple_sole,7,Other
[question] vote_nextelection_de,Whom would you vote for in the next election?,multiple_sole,8,I would not vote
[question] vote_nextelection_fr,Whom would you vote for in the next election?,multiple_sole,1,PS - Parti socialiste
[question] vote_nextelection_fr,Whom would you vote for in the next election?,multiple_sole,2,LR - Les Républicains (UMP)
[question] vote_nextelection_fr,Whom would you vote for in the next election?,multiple_sole,3,PR - Parti de Gauche
[question] vote_nextelection_fr,Whom would you vote for in the next election?,multiple_sole,4,EELV - Europe Écologie – Les Verts
[question] vote_nextelection_fr,Whom would you vote for in the next election?,multiple_sole,5,FN – Front National
[question] vote_nextelection_fr,Whom would you vote for in the next election?,multiple_sole,6,MoDem - Mouvement Démocrate
[question] vote_nextelection_fr,Whom would you vote for in the next election?,multiple_sole,7,PCF - Parti communiste français
[question] vote_nextelection_fr,Whom would you vote for in the next election?,multiple_sole,8,EM – En Marche!
[question] vote_nextelection_fr,Whom would you vote for in the next election?,multiple_sole,9,Other
[question] vote_nextelection_fr,Whom would you vote for in the next election?,multiple_sole,10,I would not vote
[question] vote_nextelection_es,Whom would you vote for in the next election?,multiple_sole,1,PP - Partido Popular
[question] vote_nextelection_es,Whom would you vote for in the next election?,multiple_sole,2,PSOE - Partido Socialista Obrero Español
[question] vote_nextelection_es,Whom would you vote for in the next election?,multiple_sole,3,Ciudadanos
[question] vote_nextelection_es,Whom would you vote for in the next election?,multiple_sole,4,UP - Unidos Podemos
[question] vote_nextelection_es,Whom would you vote for in the next election?,multiple_sole,5,ERC - Esquerra Republicana de Catalunya
[question] vote_nextelection_es,Whom would you vote for in the next election?,multiple_sole,6,PNV - Partido Nacionalista Vasco
[question] vote_nextelection_es,Whom would you vote for in the next election?,multiple_sole,7,CDC - Convergència Democràtica de Catalunya
[question] vote_nextelection_es,Whom would you vote for in the next election?,multiple_sole,8,Other
[question] vote_nextelection_es,Whom would you vote for in the next election?,multiple_sole,9,I would not vote
[question] vote_nextelection_pl,Whom would you vote for in the next election?,multiple_sole,1,PiS - Prawo i Sprawiedliwość
[question] vote_nextelection_pl,Whom would you vote for in the next election?,multiple_sole,2,PO - Platforma Obywatelska
[question] vote_nextelection_pl,Whom would you vote for in the next election?,multiple_sole,3,PSL - Polskie Stronnictwo Ludowe
[question] vote_nextelection_pl,Whom would you vote for in the next election?,multiple_sole,4,PR - Polska Razem
[question] vote_nextelection_pl,Whom would you vote for in the next election?,multiple_sole,5,.N - .Nowoczesna
[question] vote_nextelection_pl,Whom would you vote for in the next election?,multiple_sole,6,SP - Solidarna Polska
[question] vote_nextelection_pl,Whom would you vote for in the next election?,multiple_sole,7,Kukiz'15
[question] vote_nextelection_pl,Whom would you vote for in the next election?,multiple_sole,8,Other
[question] vote_nextelection_pl,Whom would you vote for in the next election?,multiple_sole,9,I would not vote
[question] vote_nextelection_it,Whom would you vote for in the next election?,multiple_sole,1,PD - Partito Democratico
[question] vote_nextelection_it,Whom would you vote for in the next election?,multiple_sole,2,Forza Italia
[question] vote_nextelection_it,Whom would you vote for in the next election?,multiple_sole,3,M5S - Movimento 5 Stelle
[question] vote_nextelection_it,Whom would you vote for in the next election?,multiple_sole,4,SC - Scelta Civica
[question] vote_nextelection_it,Whom would you vote for in the next election?,multiple_sole,5,NCD - Nuovo Centrodestra
[question] vote_nextelection_it,Whom would you vote for in the next election?,multiple_sole,6,SEL - Sinistra Ecologia Libertà
[question] vote_nextelection_it,Whom would you vote for in the next election?,multiple_sole,7,ALA - Alleanza Liberalpopolare – Autonomie
[question] vote_nextelection_it,Whom would you vote for in the next election?,multiple_sole,8,LN - Lega Nord
[question] vote_nextelection_it,Whom would you vote for in the next election?,multiple_sole,9,CR - Conservatori e Riformisti
[question] vote_nextelection_it,Whom would you vote for in the next election?,multiple_sole,10,FdI - AN - Fratelli d'Italia – Alleanza Nazionale
[question] vote_nextelection_it,Whom would you vote for in the next election?,multiple_sole,11,Other
[question] vote_nextelection_it,Whom would you vote for in the next election?,multiple_sole,12,I would not vote
[question] vote_nextelection_gb,Whom would you vote for in the next election?,multiple_sole,1,Conservative Party
[question] vote_nextelection_gb,Whom would you vote for in the next election?,multiple_sole,2,Labour Party
[question] vote_nextelection_gb,Whom would you vote for in the next election?,multiple_sole,3,SNP – Scottish National Party
[question] vote_nextelection_gb,Whom would you vote for in the next election?,multiple_sole,4,Liberal Democrats
[question] vote_nextelection_gb,Whom would you vote for in the next election?,multiple_sole,5,The Green Party
[question] vote_nextelection_gb,Whom would you vote for in the next election?,multiple_sole,6,UKIP – UK Independence Party
[question] vote_nextelection_gb,Whom would you vote for in the next election?,multiple_sole,7,Other
[question] vote_nextelection_gb,Whom would you vote for in the next election?,multiple_sole,8,I would not vote
[question] certainty_party_to_vote,How certain are you that you will vote for this party?,multiple_sole,1,Very certain
[question] certainty_party_to_vote,How certain are you that you will vote for this party?,multiple_sole,2,Somewhat certain
[question] certainty_party_to_vote,How certain are you that you will vote for this party?,multiple_sole,3,Not very certain
[question] certainty_party_to_vote,How certain are you that you will vote for this party?,multiple_sole,4,Not at all certain
[question] frequency_of_voting,How often have you voted in national elections / referendums?,multiple_sole,1,Always
[question] frequency_of_voting,How often have you voted in national elections / referendums?,multiple_sole,2,Most of the time
[question] frequency_of_voting,How often have you voted in national elections / referendums?,multiple_sole,3,Sometimes
[question] frequency_of_voting,How often have you voted in national elections / referendums?,multiple_sole,4,Rarely
[question] frequency_of_voting,How often have you voted in national elections / referendums?,multiple_sole,5,Never
[question] frequency_of_voting,How often have you voted in national elections / referendums?,multiple_sole,6,I have never been eligible to vote
[question] vote_next_national_election,Will you vote in the next national election in the United Kingdom?,multiple_sole,1,"Yes, I will definitely vote"
[question] vote_next_national_election,Will you vote in the next national election in the United Kingdom?,multiple_sole,2,"Yes, I will probably vote"
[question] vote_next_national_election,Will you vote in the next national election in the United Kingdom?,multiple_sole,3,"No, I will probably not vote"
[question] vote_next_national_election,Will you vote in the next national election in the United Kingdom?,multiple_sole,4,"No, I will definitely not vote"
[question] vote_next_national_election,Will you vote in the next national election in the United Kingdom?,multiple_sole,5,I'm not eligible to vote
[question] when_vote_decision_was_made,"In the last election, when did you decide whom to vote for?",multiple_sole,1,During election day
[question] when_vote_decision_was_made,"In the last election, when did you decide whom to vote for?",multiple_sole,2,At least a week before election day
[question] when_vote_decision_was_made,"In the last election, when did you decide whom to vote for?",multiple_sole,3,At least a month before election day
[question] when_vote_decision_was_made,"In the last election, when did you decide whom to vote for?",multiple_sole,4,A few months before election day
[question] when_vote_decision_was_made,"In the last election, when did you decide whom to vote for?",multiple_sole,5,I always voted for the same party / party's candidate
[question] friends_family_same_vote,How many of your close friends and family do you think usually vote for the same party / party's candidate as you do?,multiple_sole,1,All
[question] friends_family_same_vote,How many of your close friends and family do you think usually vote for the same party / party's candidate as you do?,multiple_sole,2,Most
[question] friends_family_same_vote,How many of your close friends and family do you think usually vote for the same party / party's candidate as you do?,multiple_sole,3,About half
[question] friends_family_same_vote,How many of your close friends and family do you think usually vote for the same party / party's candidate as you do?,multiple_sole,4,Less than half
[question] friends_family_same_vote,How many of your close friends and family do you think usually vote for the same party / party's candidate as you do?,multiple_sole,5,Only few
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,1,More environmental protection
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,2,More wealth redistribution
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,3,Lower taxes
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,4,More jobs
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,5,Less immigration
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,6,Better schools
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,7,Better healthcare
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,8,Higher wages
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,9,Higher pensions
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,10,Better enforcement of law and order
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,11,Equal rights for minority groups
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,12,"Lower costs of living (e.g. rent, water, energy)"
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,13,"Better public services (e.g. transportation, waste management)"
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,14,"Better infrastructure (e.g. roads, sidewalks)"
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,15,Other
[question] important_issues_when_voting,Which of the following issues are most important to you when deciding whom to vote for?,multiple,16,None of these
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,1,More environmental protection
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,2,More wealth redistribution
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,3,Lower taxes
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,4,More jobs
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,5,Less immigration
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,6,Better schools
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,7,Better healthcare
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,8,Higher wages
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,9,Higher pensions
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,10,Better enforcement of law and order
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,11,Equal rights for minority groups
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,12,"Lower costs of living (e.g. rent, water, energy)"
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,13,"Better public services (e.g. transportation, waste management)"
